ms	no_units	uS	kOhms	mV	
1.7127131230573455E12	3.0	0.10678210678210681	9364.864864864863	1724.5421245421244	
1.7127131230768477E12	3.0	0.10722610722610726	9326.086956521736	1764.102564102564	
1.7127131230963499E12	3.0	0.10722610722610726	9326.086956521736	1750.18315018315	
1.712713123115852E12	3.0	0.10767010767010769	9287.628865979379	1690.10989010989	
1.7127131231353545E12	3.0	0.10722610722610726	9326.086956521736	1613.186813186813	
1.7127131231548567E12	3.0	0.10722610722610726	9326.086956521736	1535.5311355311355	
1.712713123174359E12	3.0	0.10722610722610726	9326.086956521736	1471.062271062271	
1.712713123193861E12	3.0	0.10722610722610726	9326.086956521736	1409.5238095238094	
1.7127131232133633E12	3.0	0.10722610722610726	9326.086956521736	1356.0439560439559	
1.7127131232328655E12	3.0	0.10678210678210681	9364.864864864863	1317.9487179487178	
1.7127131232523677E12	3.0	0.10722610722610726	9326.086956521736	1307.6923076923076	
1.7127131232718699E12	3.0	0.10722610722610726	9326.086956521736	1311.3553113553112	
1.712713123291372E12	3.0	0.10722610722610726	9326.086956521736	1318.6813186813185	
1.7127131233108745E12	3.0	0.10767010767010769	9287.628865979379	1329.6703296703297	
1.7127131233303767E12	3.0	0.10767010767010769	9287.628865979379	1336.9963369963368	
1.712713123349879E12	3.0	0.10767010767010769	9287.628865979379	1329.6703296703297	
